source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket,candidate_rank
اِتْنَشَّن,2itnashshan,2itnashshan,True,10,11,10-19,10-19,1
جَاجِة حفرِت عرَاسهَا,jaaje 7afrit 3araasha 3afrit,jaaje 7afrit 3araasha,False,21,28,20-29,20-29,1
تِحْفِف,t7affaf,t7affaf,True,7,7,0-9,0-9,3
خُتَّان,khitaan,khitaan,True,7,7,0-9,0-9,5
يِنْهِجِر,ynahridj,yinhijir,False,9,8,0-9,0-9,1
اُوصِف,2uusif,2uusif,True,6,6,0-9,0-9,2
اُفْسُق,2ufsuq,2ifsuq,False,7,6,0-9,0-9,2
اِتْخَرَّق,2itkharraq,2itkharraq,True,10,10,10-19,10-19,4
ذُاب,daab,daab,True,4,4,0-9,0-9,4
اِتْزَهَّز,2ithazzaz,2ithazzaz,True,10,9,10-19,0-9,3
مْكَلْكَع,mkalka3,mkalka3,True,9,7,0-9,0-9,1
وَشَاوَش,washaawish,washaawish,True,8,10,0-9,10-19,3
قَارَع,qaari3,qaari3,True,6,6,0-9,0-9,2
يَسَابِق,ysaabiq,ysaabiq,True,8,7,0-9,0-9,5
وَرَث,wiris,warris,False,5,5,0-9,0-9,1
اِتْعَرْكَس,2it3arkas,2it3arkas,True,11,9,10-19,0-9,1
يتَبَكُّس,yitbakkas,yitbakkas,True,9,9,0-9,0-9,4
ينَخْلِع,yinkhili3,yinkhili3,True,8,9,0-9,0-9,5
تَخِيب,tkhayyab,tkhayyab,True,6,8,0-9,0-9,3
اَتْمَسَى,2itmassa,2itmassa,True,9,8,0-9,0-9,4
يتَنَافُس,yitnaafas,yitnaafas,True,9,9,0-9,0-9,3
يَرْهِد,yrahdil,yrahhid,False,7,7,0-9,0-9,4
يحَشِّم,yi7shim,yi7shim,True,7,7,0-9,0-9,2
تَبَرْرِير,tabriir,tabriir,True,10,7,10-19,0-9,5
اِخْتِفَى,2ikhtafa,2ikhtafa,True,9,8,0-9,0-9,4
يِجْنَس,yjannis,yjannis,True,7,7,0-9,0-9,5
جِمْجِمِة,jumjume,jumjume,True,9,7,0-9,0-9,3
كَعْوِش,ka3wish,ka3wish,True,7,7,0-9,0-9,2
يِقْذَى,yqkadhdhi,yiqkdha,False,7,9,0-9,0-9,1
فِشِر,fashir,fashshir,False,5,6,0-9,0-9,4
يْقَطِّر,yuqtur,yqattir,False,8,6,0-9,0-9,5
قَلْعِط,qal3at,qal3at,True,7,6,0-9,0-9,3
أَزْمِة عَائلِيِّة,2azme 3aa2iliyye,2azme 3aa2iliyye,True,18,16,10-19,10-19,3
أَكَلته منفوسة,2akilto manfuuse,2akilto manfuuse,True,14,16,10-19,10-19,2
حُودَاث,7awaadis,7awaadis,True,7,8,0-9,0-9,5
يِنْبِت,yunbut,yinbut,False,7,6,0-9,0-9,5
تَوَاسِخ,twaasakh,twaasakh,True,8,8,0-9,0-9,4
اِغْلَط,2ighlat,ghaalit,False,7,7,0-9,0-9,1
غَطْرَش,ghatrash,ghatrash,True,7,8,0-9,0-9,1
قَشْرِة الرَّاس,qishrit 2irraas,qishrit 2irraas,True,15,15,10-19,10-19,2
اَنْشَأ,2insha2,2insha2,True,7,7,0-9,0-9,4
دَبَّر,dabbir,dabbir,True,6,6,0-9,0-9,2
كْبِرْتِي,kibriit,kibriit,True,9,7,0-9,0-9,5
دِسْك,disk,dasak,False,5,4,0-9,0-9,4
كَلَامُه بْيِتْثَقَّل بَالذَّب,kalaamo byitthaqqal bidhdhahab,kalaamo byitthaqqal bidhdhdhahab,False,30,30,30-39,30-39,2
سَكُّوت,sukuut,sukuut,True,7,6,0-9,0-9,5
مُمْزَع,2immaza3,2immazza3,False,7,8,0-9,0-9,3
يسَتْنِج,yistantij,yistanjir,False,8,9,0-9,0-9,4
يِنْكَشَف,yinikshif,yinikshif,True,9,9,0-9,0-9,4
رَهْرِط,rahrit,rahrit,True,7,6,0-9,0-9,3
اِنْقَزِع,2inqkizi3,2inqkaza3,False,9,9,0-9,0-9,4
قُرَّاحَة,qkurraa7a,qkgraa7a,False,9,9,0-9,0-9,1
اِنْكِشِف,2inkashaf,2inkashaf,True,9,9,0-9,0-9,4
عَاد,3aad,3aad,True,4,4,0-9,0-9,1
قَايمِة قَاعدة,qaayme qaa3de,qaayme qaa3de,True,14,13,10-19,10-19,4
زُقْزَيقَة,zu2zee2a,zu2zee2a,True,10,8,10-19,0-9,4
زَنَابِيل,zanaabiil,zanaabiil,True,9,9,0-9,0-9,1
بْنَات,banaat,banaat,True,6,6,0-9,0-9,3
عُنُص,3unsur,3annas,False,5,6,0-9,0-9,4
يِفْتِفِت,yfatfit,yfatfit,True,9,7,0-9,0-9,2
بكل عرس الهم فيه قَص,bikull 3urus 2ilhum fii qurus,bikull 3urus 2ilhum fiih qus,False,20,29,20-29,20-29,4
اِسْتَجَم,2istajim,2istajam,False,9,8,0-9,0-9,5
دِام,daam,daam,True,4,4,0-9,0-9,3
كَبْكِب,kabkab,kabkib,False,7,6,0-9,0-9,2
سَيِّط,siit,sayyat,False,6,4,0-9,0-9,4
يْحَلِّي,y7alli,yi7li,False,8,6,0-9,0-9,3
ينُوِي,yinwi,yinwi,True,6,5,0-9,0-9,5
عَالبَر,3albarr,3albarr,True,7,7,0-9,0-9,1
صِرْمَايَاتي,surmaayaati,surmaayaati,True,12,11,10-19,10-19,1
يِتْبِعْبِز,yitba3baz,yitba3baz,True,11,9,10-19,0-9,3
يتَهَافِي,yithaayaf,yithaayaf,True,9,9,0-9,0-9,2
ينَحْوِل,yin7iwil,yin7iwil,True,8,8,0-9,0-9,3
حَشَا السَّامِيع,7asha 2issaam3iin,7asha 2issaamii3,False,16,17,10-19,10-19,3
أُوعَى,2aw3a,2aw3a,True,6,5,0-9,0-9,2
اِتْدَاقَر,2iddaaqar,2iddaaqar,True,10,9,10-19,0-9,1
عِوَائِق,3awaa2iq,3awaa2iq,True,8,8,0-9,0-9,4
المَل السَّبْعَة القَارِي بْس,2ilmaal 2issaayib bi3allim 2issirqa,2ilmaal 2issaayib bi3allim 2issirqa,True,29,35,20-29,30-39,4
اِتَّهْفَت,2ithaffat,2ithaffat,True,10,9,10-19,0-9,5
أَهَدْفَاف,2ahdaaf,2ahdaaf,True,10,7,10-19,0-9,3
اِتَدَاوُل,2iddaawal,2iddaawal,True,10,9,10-19,0-9,5
جَلّ,jill,jill,True,4,4,0-9,0-9,4
فَصِّل,fasal,fassil,False,6,5,0-9,0-9,2
مُتَدَدِّيل,middali,middaldi,False,11,7,10-19,0-9,5
ينَلْغِي,yinlighi,yinlighi,True,8,8,0-9,0-9,5
مَصْمَصَة,masmasa,masmasa,True,9,7,0-9,0-9,2
اُخْطُر,khaatir,2ukhtur,False,7,7,0-9,0-9,3
يُشْتِي,yshatti,yshatti,True,7,7,0-9,0-9,3
تَنَهُّم,tanhum,tnahnam,False,8,6,0-9,0-9,2
يلُوش,yluush,ylawwish,False,5,6,0-9,0-9,2
يْبَكِّي الحَجَر,ybakki 2il7ajar,ybakki 2il7ajar,True,16,15,10-19,10-19,1
جَدَادِيِل,jadaadiil,jadaadiil,True,10,9,10-19,0-9,2
سَرَّع,sarri3,sarri3,True,6,6,0-9,0-9,1
يِسْتَخْسِف,yistaskhif,yistakhsif,False,11,10,10-19,10-19,5
يِتْكَبَّس,yitbakkas,yitkassab,False,10,9,10-19,0-9,3
وَاقِع,waaqi3,waaqi3,True,6,6,0-9,0-9,1
مَا بحيط ولَا دَيط,maa bi7utt waati la7ada,maa ba7utt waati la7ada,False,18,23,10-19,20-29,2
زَبِل,zabbal,zabbil,False,5,6,0-9,0-9,5
يِنْرِصِد,yinrisid,yinrisid,True,9,8,0-9,0-9,2
وبَعْدِين,wuba3deen,wuba3deen,True,9,9,0-9,0-9,2
يسَتْلِم,yistilim,yistalim,False,8,8,0-9,0-9,4
شِجْرِة العلي,shajarit 2il3eele,shajarit 2il3eele,True,13,17,10-19,10-19,3
اِنْبَنَي,2inbini,2inbini,True,9,7,0-9,0-9,4
اِنْتَرَى,2intasa,2intara,False,9,7,0-9,0-9,5
بُظَّين,badhiin,badhiin,True,7,7,0-9,0-9,5
يُشْرُع,yishra3,ysharri3,False,7,7,0-9,0-9,3
زُهْرَمَان,zahramaan,zahramaan,True,10,9,10-19,0-9,3
مَعِيق,mu3iiq,mu3iiq,True,6,6,0-9,0-9,5
اِتْخَلَّل,2itkhallal,2itkhallal,True,10,10,10-19,10-19,2
يِسْتَحي,yista7i,yista7i,True,8,7,0-9,0-9,4
دَقّ خَشُوم,dagg khshuum,dagg khshuum,True,11,12,10-19,10-19,5
حُمَايِل,7amaayil,7amaayil,True,8,8,0-9,0-9,5
يُطْقُق,ytaqqiq,ytaqqiq,True,7,7,0-9,0-9,3
يِنْدُب,yundub,yindub,False,7,6,0-9,0-9,3
يِتْعَاطَل,yit3aatal,yit3aatal,True,10,9,10-19,0-9,1
مْزَقْمِق,mzaqziq,mzaqmiq,False,9,7,0-9,0-9,5
اِخْتَشِى,2ikhtishi,2ikhtasha,False,9,9,0-9,0-9,4
نَوَّبِة,noobe,noobe,True,8,5,0-9,0-9,4
طِلْعَش عَرَس العَين,tili3 sha3ar 3alsaani,tili3 sha3ar 3alsaani,True,20,21,20-29,20-29,3
فَرّ,furr,furr,True,4,4,0-9,0-9,4
حِلْتَم,7altim,7altam,False,7,6,0-9,0-9,5
يعَرِّج,yi3ruj,y3arrij,False,7,6,0-9,0-9,1
يْأَرْجِل,y2argil,y2argil,True,9,7,0-9,0-9,2
شُرَامِيط,sharaamiit,sharaamiit,True,9,10,0-9,10-19,2
كَدَّيش,kdiish,kdiish,True,7,6,0-9,0-9,2
رُطّ,ratt,rutt,False,4,4,0-9,0-9,1
يِثْقُل,ytaqqil,ytaqqil,True,7,7,0-9,0-9,3
اِتْنَحْرَت,2it7antar,2it7antar,True,11,9,10-19,0-9,5
قَرْطِم,qartim,qartam,False,7,6,0-9,0-9,4
شْوَحْشِة,shoosha7a,shoosha7a,True,9,9,0-9,0-9,4
يعَنِّف,y3affin,y3annif,False,7,7,0-9,0-9,1
شُان,shaan,shaan,True,4,5,0-9,0-9,4
كعك بسِمْدِي,ka3ik bismiid,ka3ik 2ibsimdi,False,12,13,10-19,10-19,2
سُمْسُم,simsim,samsam,False,7,6,0-9,0-9,4
حَسُّون,7assuun,7assuun,True,7,7,0-9,0-9,2
اِسْتَصْلَح,2istasli7,2istasli7,True,11,9,10-19,0-9,4
سُوَّاط,swaat,swaat,True,7,5,0-9,0-9,4
اِفْخَر,2ifkhar,2ifkhar,True,7,7,0-9,0-9,1
يخَبِّط,ykhabbit,yukhbut,False,7,8,0-9,0-9,2
بَلْبِح,balbi7,balba7,False,7,6,0-9,0-9,3
رَتَب,rutab,rattib,False,5,5,0-9,0-9,3
تْبَهْدَل,tbahdal,tbahdal,True,9,7,0-9,0-9,2
أَبُو دُغَّام,2abu daaghuum,2abu daaghuum,True,13,13,10-19,10-19,4
يْتَأْخِر,yita2akhkhar,yita2akhkhar,True,9,12,0-9,10-19,4
ينَكِّف,yinfakk,yinkuf,False,7,7,0-9,0-9,4
خَامِس,khaamis,khaamis,True,6,7,0-9,0-9,1
حليبهم فسد,7aliibhum fasad,7aliibhum fasad,True,10,15,10-19,10-19,1
عِكِم,3akam,3akkam,False,5,5,0-9,0-9,5
سَهِر,sihir,sahhir,False,5,5,0-9,0-9,3
خَرَّب,kharran,kharrib,False,6,7,0-9,0-9,2
اِتْصَانَح,2itnaasa7,2itsaana7,False,10,9,10-19,0-9,3
يتْبَقْرَن,yitbaqran,yitbaqran,True,10,9,10-19,0-9,2
تُحْشُم,t7ashsham,t7ashsham,True,7,9,0-9,0-9,4
اِتْفَلََّى,2itfalla,2itfalla,True,11,8,10-19,0-9,3
يِنْزَعَج,yinzi3ij,yinzi3ij,True,9,8,0-9,0-9,5
بَوَاز,bwaaz,bwaaz,True,6,5,0-9,0-9,3
يِتْضَمَّم,yitmadmad,yitmadmad,True,10,9,10-19,0-9,2
اِتْفَنّد,2itfannad,2itfannad,True,9,9,0-9,0-9,3
فُسْقَلِة,fasqale,fasqale,True,9,7,0-9,0-9,2
بِيرْفُس النِّعمِة,birfus 2inni3me,birfus 2inni3me,True,18,15,10-19,10-19,3
شَارِد الذُّه,shaarid 2izzihin,shaarid 2izzo,False,13,16,10-19,10-19,2
دِعْبِب,da3bab,da3bab,True,7,6,0-9,0-9,5
يريِّح,yrayyi7,yrayyi7,True,6,7,0-9,0-9,3
يحَرِّق حَرِيشَك,yi7riq 7ariishak,yi7riq 7ariishak,True,16,16,10-19,10-19,1
يِنِقْرِف,yinqirif,yinqirif,True,9,8,0-9,0-9,2
يْحَرْوِق,y7arwiq,y7arwiq,True,9,7,0-9,0-9,2
مُجُوز,muujaz,mjawwiz,False,6,6,0-9,0-9,3
صَيح,sayyi7,sii7,False,4,6,0-9,0-9,4
كَسَد,kassad,kassid,False,5,6,0-9,0-9,3
حَاجَز,7aajiz,7aajiz,True,6,6,0-9,0-9,2
يعَاهِد,y3aahid,y3aahid,True,7,7,0-9,0-9,1
رَكْبِة,rukbe,rukbe,True,7,5,0-9,0-9,3
طَشَّش,tashshish,tashshash,False,6,9,0-9,0-9,1
عُرُوش,3uruush,3uruush,True,6,7,0-9,0-9,2
اِتْنَظَّمَ,2itnazzam,2itnazzam,True,11,9,10-19,0-9,4
خَطَاب,khitaab,khuttaab,False,6,7,0-9,0-9,3
جَبِّر,jabbar,jabbir,False,6,6,0-9,0-9,1
ثَعْلَبِة,sa3labe,sa3labe,True,9,7,0-9,0-9,1
فِلْسِفِة,falsafe,falsafe,True,9,7,0-9,0-9,3
عَظْمِة لسَاني,3admit lsaani,3admit lsaani,True,14,13,10-19,10-19,4
تَلِّم,tilim,tallam,False,6,5,0-9,0-9,1
يفَنِّد,yfannid,yfannid,True,7,7,0-9,0-9,1
يُنْجُح,ynajji7,yinja7,False,7,7,0-9,0-9,4
شِرْمَاطِي,sharaamiit,sharaamiit,True,10,10,10-19,10-19,5
مَغْلُوب عَلى أَمْرُه,maghluub 3ala 2amro,maghluub 3ala 2amro,True,21,19,20-29,10-19,1
يسَلِّب,yislib,yislib,True,7,6,0-9,0-9,1
كُلْكَاعِي,kalaakii3,kalaakii3,True,10,9,10-19,0-9,3
يِفْسَف,yfasfis,yfasfis,True,7,7,0-9,0-9,5
سِاهِم,saahim,saahim,True,6,6,0-9,0-9,4
رِقِي,riqii,raqi,False,5,5,0-9,0-9,1
بَل,bill,ball,False,3,4,0-9,0-9,4
اِتْلَجَّم,2itlajjam,2itlajjam,True,10,9,10-19,0-9,1
رَاوِي,2irwi,raawi,False,6,5,0-9,0-9,5
ضَيَّاع,dayaa3,dayaa3,True,7,6,0-9,0-9,3
كْرُكْفِة,tshirtshaffe,kurkuffe,False,9,12,0-9,10-19,3
مْوَاضِع,mawaadi3,mawaadi3,True,8,8,0-9,0-9,5
أَربَعْتَك عطِيتك,2arba3tak ta3tiik,2arba3tak ti3tiik,False,17,17,10-19,10-19,4
قِلِّة قِيمِة,qillit qiime,qillit qiime,True,13,12,10-19,10-19,1
قَرْط,qarat,qarrit,False,5,5,0-9,0-9,4
اِنَبَع,2inba3at,2inbu3,False,7,8,0-9,0-9,5
اِرْتَجَال,2irtijaal,2irtijaal,True,10,9,10-19,0-9,2
اِنِقْمِع,2inqama3,2inqimi3,False,9,8,0-9,0-9,3
يُرْتُب,yrattib,yrattib,True,7,7,0-9,0-9,5
يليِّح,ylii7,ylii7,True,6,5,0-9,0-9,3
فَرْفَش,farfish,farfash,False,7,7,0-9,0-9,1
حَاوْيِة,7aawye,7aawye,True,8,6,0-9,0-9,1
يِتْقَوقَع,yitqooqa3,yitqooqa3,True,10,9,10-19,0-9,1
دَيمْرُوج,deemaruuj,deemaruuj,True,9,9,0-9,0-9,1
اِخْطَوّ,2ikhtu,2ikhtu,True,8,6,0-9,0-9,5
نَخَز,nakhkhaz,nakhkhiz,False,5,8,0-9,0-9,2
مَطْرَز,mtarraz,mtarriz,False,7,7,0-9,0-9,1
بَيِّعَة,bee3a,bee3a,True,8,5,0-9,0-9,5
هَطِل,hattal,hattil,False,5,6,0-9,0-9,4
حِصَار,7isaar,7aasir,False,6,6,0-9,0-9,4
سَفَّح,safa7,saffi7,False,6,5,0-9,0-9,2
ذُوق,duuq,dawwiq,False,4,4,0-9,0-9,2
يُنْشُز,ynashshiz,yunshuz,False,7,9,0-9,0-9,2
تَسَوُّل,tasawwul,tsawwal,False,8,8,0-9,0-9,3
اِتْجَحَّم,2it7ajjam,2it7ajjam,True,10,9,10-19,0-9,2
دِلِس,dallis,dallas,False,5,6,0-9,0-9,4
خَطَّف,khataf,khataf,True,6,6,0-9,0-9,2
خَبز أَسْمَر,khubiz 2asmar,khubiz 2asmar,True,12,13,10-19,10-19,3
اِتْبَحَّر,2itba77ar,2itba77ar,True,10,9,10-19,0-9,1
اِنْفَجَع,2inifji3,2inifji3,True,9,8,0-9,0-9,3
مْرَاسِيم,maraasiim,maraasiim,True,9,9,0-9,0-9,4
اْقَذِّف,2ikdhif,2iqzif,False,8,7,0-9,0-9,5
يْوَاخِير,yawaakhiir,yawaakhiir,True,9,10,0-9,10-19,4
يْلَاوِد,ylaawid,ylaawid,True,8,7,0-9,0-9,2
يِعْنَاق,y3aaniq,y3aaniq,True,8,7,0-9,0-9,3
يَمْلِي,yimli,ymalli,False,7,5,0-9,0-9,4
مْعَنْتِر,m3antir,m3antir,True,9,7,0-9,0-9,2
تَمَرُّد,tmarrad,tmarrad,True,8,7,0-9,0-9,4
يِسْتَهْبَل,yistahbil,yistahbil,True,11,9,10-19,0-9,2
يدير,ydiir,ydiir,True,4,5,0-9,0-9,4
اُسْطُح,2ista7,2ista7,True,7,6,0-9,0-9,4
يِنْسِكِب,yinsakib,yinsikib,False,9,8,0-9,0-9,2
مْطَمَّة,matmata,matme,False,8,7,0-9,0-9,4
يِهْرِب,yihrub,yharbij,False,7,6,0-9,0-9,5
يِهْبِب,yhabbib,yhabbib,True,7,7,0-9,0-9,4
يِغْرِم,ygharrim,ygharrim,True,7,8,0-9,0-9,3
فَرَّم الخَبَع طَو,farkh 2ilbatt 3awwaam,farkh 2ilbatt 3awwaam,True,18,21,10-19,20-29,2
قَالُوش,qkaaluush,qkaaluush,True,7,9,0-9,0-9,1
اِفْتَقِد,2iftaqid,2iftaqad,False,9,8,0-9,0-9,3
لَحْم رَخِيص,la7im rkhiis,la7im rkhiis,True,12,12,10-19,10-19,2
مَوَال,mawwaal,mawwaal,True,6,7,0-9,0-9,1
صَدِع,sadda3,saddi3,False,5,6,0-9,0-9,5
دَيم,diim,diim,True,4,4,0-9,0-9,4
هَيلَمِة,heelame,heelame,True,8,7,0-9,0-9,1
اِجْزِف,jaazaf,2ijzif,False,7,6,0-9,0-9,3
مَوجِة ضَوئِيِّة,mooje daw2iyye,mooje daw2iyye,True,16,14,10-19,10-19,3
يطَمْطِم,ytamtim,ymatmit,False,8,7,0-9,0-9,1
فَتّ,tiff,fitt,False,4,4,0-9,0-9,5
هِدِم,hadam,haddim,False,5,5,0-9,0-9,5
قَانْصَة,qaansa,qaansa,True,8,6,0-9,0-9,2
مْنَاقَرَة,mnaaqara,mnaaqara,True,10,8,10-19,0-9,2
قْهُوِّة,tshahwa,qahwe,False,8,7,0-9,0-9,5
يِتْبَرْوَز,yitbarwaz,yitbarwaz,True,11,9,10-19,0-9,1
شَلَف,shallaf,shallif,False,5,7,0-9,0-9,1
يقَرِّم,yqarrim,yuqrum,False,7,7,0-9,0-9,3
جَبِّل,jabbal,jabbil,False,6,6,0-9,0-9,1
يِعْلَق,y3alliq,y3alliq,True,7,7,0-9,0-9,3
شَكْشِك,shakshik,shakshak,False,7,8,0-9,0-9,2
يجَرِّي,yijri,yijri,True,7,5,0-9,0-9,1
بُرْمَجِة,barmaje,barmaje,True,9,7,0-9,0-9,5
خَفِيف,khafiif,khafiif,True,6,7,0-9,0-9,1
اِنْسِلِخ,2insilikh,2insilikh,True,9,9,0-9,0-9,4
اُشْخُط,2ishkhat,2ishkhat,True,7,8,0-9,0-9,2
مُقْدَمِة,mqaddame,muqaddame,False,9,8,0-9,0-9,5
مَفْغوُص,mafghuus,mafghuus,True,8,8,0-9,0-9,3
لَابسة و متلسبة,laabsew mitlabse,laabsew mitlabse,True,15,16,10-19,10-19,3
يِسْتَنْتِج,yistantij,yistantij,True,11,9,10-19,0-9,1
يُوزِن,yuuzin,ywazzin,False,6,6,0-9,0-9,3
يِهْبَلّ,yhabbil,yhabbil,True,8,7,0-9,0-9,2
يجَادِل,yjaadil,yjaadil,True,7,7,0-9,0-9,1
اِسْتَجْرَا,2istajaar,2istajra,False,11,9,10-19,0-9,2
تَهَنْدَم,thandam,thandam,True,9,7,0-9,0-9,4
يدَهْوِس,ydahwis,ydahwis,True,8,7,0-9,0-9,1
ينَشِّفي,yinshifi,yinshifi,True,8,8,0-9,0-9,5
اُرْشُم,2urshum,2urshum,True,7,7,0-9,0-9,1
حَيَادِيِّة,7iyaadiyye,7iyaadiyye,True,11,10,10-19,10-19,2
لَاهْي,laahi,laahi,True,6,5,0-9,0-9,5
قِدْحِيِّة,qkud7iyye,qkud7iyye,True,10,9,10-19,0-9,4
لَوَذ,luudh,lawwadh,False,5,5,0-9,0-9,4
يِجْلُط,yujlut,yjallit,False,7,6,0-9,0-9,3
يْمَرْدِح,ymardi7,ymardi7,True,9,7,0-9,0-9,2
اِتْمَاشَغ,2itghaasham,2itghaasham,True,10,11,10-19,10-19,4
اِعْطَس,2u3tus,2u3tus,True,7,6,0-9,0-9,4
يْبَشِّر,yibshur,yibshur,True,8,7,0-9,0-9,4
اِنْصَفّ,2insif,2insif,True,8,6,0-9,0-9,2
جَوَّع,wajji3,wajji3,True,6,6,0-9,0-9,2
دُوَّالِة,dawaale,dawaale,True,9,7,0-9,0-9,4
تْمَشَّس,tshammas,tmashshas,False,8,8,0-9,0-9,4
يسَنْتِهِف,yistanhif,yistanhif,True,10,9,10-19,0-9,3
يخَرْوِط,ykharwit,ykharwit,True,8,8,0-9,0-9,1
يِنِكْفِي,yinkifi,yinkifi,True,9,7,0-9,0-9,2
حَرَف,7iraf,7arrif,False,5,5,0-9,0-9,2
يِشْمِس,yishmis,yishmis,True,7,7,0-9,0-9,2
اُمْرُج,2umruj,2umruj,True,7,6,0-9,0-9,1
حُرْمَان,7irmaan,7armaan,False,8,7,0-9,0-9,5
نِظَار,naadhir,naddhaar,False,6,7,0-9,0-9,5
يِتْوَاحَى,yitwaa7a,yitwaa7a,True,10,8,10-19,0-9,1
جُرُح,juru7,jarri7,False,5,5,0-9,0-9,4
مَتْرِح,mtarri7,mtarri7,True,7,7,0-9,0-9,3
تَنْح,tanni7,tanni7,True,5,6,0-9,0-9,5
اِنْطِزِع,2intizi3,2initzi3,False,9,8,0-9,0-9,3
غَشِم,ghashshim,ghashsham,False,5,9,0-9,0-9,5
اِسْتِرْدَاد,2istirdaad,2istirdaad,True,12,10,10-19,10-19,4
يطَارِد,ytaarid,ytaarid,True,7,7,0-9,0-9,1
دُبَق,dibiq,dabbiq,False,5,5,0-9,0-9,5
مِتْوَفِّر,mutawaffir,mitwaffir,False,10,10,10-19,10-19,1
اِشَقَع,2ishqa3,2ishqa3,True,7,7,0-9,0-9,3
حَسَكِة,7asake,7asake,True,7,6,0-9,0-9,2
هٰشّ,hishsh,hishsh,True,4,6,0-9,0-9,5
لَبَّادِة,lbaade,lbaade,True,9,6,0-9,0-9,2
تُمْهَل,tmahhal,tmahhal,True,7,7,0-9,0-9,5
اُنْقُز,2inquz,2inquz,True,7,6,0-9,0-9,1
شَيَّش,shayyish,shayyash,False,6,8,0-9,0-9,2
هَنْدِم,handam,handam,True,7,6,0-9,0-9,3
دَبْلِة,dible,dable,False,7,5,0-9,0-9,4
دَمَاعِين,damaasiin,damaa3iin,False,9,9,0-9,0-9,4
يِعْفِف,y3affif,y3affif,True,7,7,0-9,0-9,3
يعَفِّس,yi3fis,yi3fis,True,7,6,0-9,0-9,1
يِتَصَارَح,yitsaara7,yitsaara7,True,10,9,10-19,0-9,2
طَوبَر,toobar,toobar,True,6,6,0-9,0-9,1
اُصْرُع,saari3,2isra3,False,7,6,0-9,0-9,4
جَمِيع,jamii3,jamii3,True,6,6,0-9,0-9,1
سَبِّح,sibi7,sabbi7,False,6,5,0-9,0-9,1
نَيل,niil,nayyal,False,4,4,0-9,0-9,4
اِغْسَل,2ighsil,2ighsil,True,7,7,0-9,0-9,3
سَخْطَة تِسْخَطَك,sakhta tiskhatak,sakhta tiskhatak,True,17,16,10-19,10-19,2
يِتْزَبَّل,yitzabbal,yitzabbal,True,10,9,10-19,0-9,2
اُورْش,2uurish,2uurish,True,6,7,0-9,0-9,3
رَوَايِح,rawaayi7,rawaayi7,True,8,8,0-9,0-9,1
اِتْوِسَّع,2itwassa3,2itwassa3,True,10,9,10-19,0-9,5
فرقهَا عيد,fraaqo 3iid,farqa 3iid,False,10,11,10-19,10-19,5
مُفَرِّع,mfarri3,mfarri3,True,8,7,0-9,0-9,5
مُحْجِب,m7ajjab,m7ajjib,False,7,7,0-9,0-9,5
رَش,rashsh,rashsh,True,3,6,0-9,0-9,4
دَرِس,daras,darris,False,5,5,0-9,0-9,4
أَسْرَجْم,2sarmaj,2sarmaj,True,9,7,0-9,0-9,3
جْرَايِد,jaraayid,jaraayid,True,8,8,0-9,0-9,5
دُرْدُكِّة,dardake,dardake,True,10,7,10-19,0-9,3
مَحْيَرَنِة,m7ayrane,m7ayrane,True,11,8,10-19,0-9,1
مَلْهِب,mlahlib,mlahlab,False,7,7,0-9,0-9,4
طَوَس,tuus,toos,False,5,4,0-9,0-9,5
يِنْضِرِب,yindirib,yinidrib,False,9,8,0-9,0-9,1
تَفَرُّز,tfarraz,tfarraz,True,8,7,0-9,0-9,2
اِسْتَرَدّ,2istaradd,2istaradd,True,10,9,10-19,0-9,2
جَلِّق,djallak,djallik,False,6,7,0-9,0-9,2
دَاعَر,daa3ir,daa3ir,True,6,6,0-9,0-9,2
فِشِر,fashshar,fashshir,False,5,8,0-9,0-9,4
سِكِّين,sikkiin,sakiin,False,7,7,0-9,0-9,3
اِرْتَقى,2irtaqa,2irtaqa,True,8,7,0-9,0-9,2
غِيب,ghiib,ghayyib,False,4,5,0-9,0-9,3
تَشَقُّق,tshaqqaq,tshaqqaq,True,8,8,0-9,0-9,3
طُنْجُر,tanjar,tanjar,True,7,6,0-9,0-9,3
يِدْك,ydikk,ydikk,True,5,5,0-9,0-9,4
لُخْبُط,lakhbat,lakhbit,False,7,7,0-9,0-9,5
دَوْرَة الجَرَاس,doorit 2israadj,doorit 2iljaras,False,16,15,10-19,10-19,3
سَدُّورَة,sduura,sduura,True,9,6,0-9,0-9,3
يِتَمْسَر,yitmasmar,yitmaaras,False,9,9,0-9,0-9,3
اِنْحَطَّم,2in7atam,2in7atam,True,10,8,10-19,0-9,5
مَقْصِب,mqassab,mqassab,True,7,7,0-9,0-9,4
يِشْرُك,yishrik,ysharrik,False,7,7,0-9,0-9,5
نْقَاق,naqqaaq,naqqaaq,True,6,7,0-9,0-9,2
مْسَلْوَع,msalwi3,masluu3,False,9,7,0-9,0-9,3
تْبِنِّس,tbannas,tbannas,True,8,7,0-9,0-9,5
عَنِّب,3unub,3unub,True,6,5,0-9,0-9,2
تْوَاقَح,twaaqa7,twaaqa7,True,8,7,0-9,0-9,1
أَنْفُق,2anfaq,2anfaq,True,7,6,0-9,0-9,4
اِتَّقي,2ittiqi,2ittiqi,True,7,7,0-9,0-9,4
عُتُب,3itib,3attab,False,5,5,0-9,0-9,5
لَاذّ,laadh,laadh,True,5,5,0-9,0-9,2
