source,target,prediction,exact_match,source_length,target_length,source_length_bucket,target_length_bucket
law tuuqaf 2iljaaje 3a 2ijir,لو توقف الجاجة عإجر,لو تقف العا إجارة,False,28,19,20-29,10-19
2irtibaat,ارتباط,ارتباط,True,9,6,0-9,0-9
nataf,نتف,نتف,True,5,3,0-9,0-9
wijih 2ilimkhadde,وجه المخدة,وجه المدخدة,False,17,10,10-19,10-19
2inhi,انهي,انهي,True,5,4,0-9,0-9
dalaal,دلال,دلال,True,6,4,0-9,0-9
3ajruum,عجروم,عجروم,True,7,5,0-9,0-9
ma7zuuf,محذوف,محظوف,False,7,5,0-9,0-9
mhargil,مهرجل,مهرجل,True,7,5,0-9,0-9
mukhawwal,مخول,مخول,True,9,4,0-9,0-9
2uulif,اولف,اولف,True,6,4,0-9,0-9
sii2,سيئ,سيئ,True,4,3,0-9,0-9
jalwe,جلوة,جلوة,True,5,4,0-9,0-9
2issane wara 2ilbaab,السنة ورا الباب,إصان وربالب صابي,False,20,15,20-29,10-19
rajaa2,رجاء,رجاء,True,6,4,0-9,0-9
m7ajjab,محجب,محجب,True,7,4,0-9,0-9
yjardim,يجردم,يجردم,True,7,5,0-9,0-9
2isti7maal,استحمال,استحمال,True,10,7,10-19,0-9
tifta7ish 3alay baab,تفتحش علي باب,طفتح شعلي بالب,False,20,13,20-29,10-19
daawam,داوم,داوم,True,6,4,0-9,0-9
ynaffis,ينفس,ينفس,True,7,4,0-9,0-9
shaayib,شايب,شايب,True,7,4,0-9,0-9
2istamar,استمر,استمر,True,8,5,0-9,0-9
khuss,خص,خص,True,5,2,0-9,0-9
2az3am,أزعم,أزعم,True,6,4,0-9,0-9
tqaawa,تقاوى,تقاوى,True,6,5,0-9,0-9
manzuur,منظور,منظور,True,7,5,0-9,0-9
2istir7aam,استرحام,استرحام,True,10,7,10-19,0-9
da3di3,ضعضع,دعدع,False,6,4,0-9,0-9
mam3uus,ممعوص,ممعوس,False,7,5,0-9,0-9
7ukmil hudhud,حكم الهدهد,حكم الهدهد,True,13,10,10-19,10-19
2inhamid,انهمض,انهمض,True,8,5,0-9,0-9
2af3aal,أفعال,أفعال,True,7,5,0-9,0-9
naam 3ala ghimro,نام على غمره,نام على غمره,True,16,12,10-19,10-19
lawwish,لوش,لوش,True,7,3,0-9,0-9
jumal,جمل,جمل,True,5,3,0-9,0-9
3ama dawwo,عمى ضوه,عمادوه,False,10,7,10-19,0-9
gharado mush shariif,غرضه مش شريف,غرضه مشرفيه,False,20,12,20-29,10-19
kharaabiish jaaj,خرابيش جاج,خرابيش جاه,False,16,10,10-19,10-19
kaayid,كايد,كايد,True,6,4,0-9,0-9
yiddaskar,يتدسكر,يتدسكر,True,9,6,0-9,0-9
ka7wish,كحوش,كحوش,True,7,4,0-9,0-9
fuush,فوش,فوش,True,5,3,0-9,0-9
kanaz,كنز,كنز,True,5,3,0-9,0-9
tashliikh,تشليخ,تشليخ,True,9,5,0-9,0-9
ytarghil,يترغل,يطرغل,False,8,5,0-9,0-9
2imrannakh,مرنخ,امرنخ,False,10,4,10-19,0-9
sha77at,شحط,شحط,True,7,3,0-9,0-9
safra,صفرا,سفرة,False,5,4,0-9,0-9
yitmattat,يتمطط,يتمت,False,9,5,0-9,0-9
du3afaa2,ضعفاء,دعفاء,False,8,5,0-9,0-9
kikhkh,كخ,كه,False,6,2,0-9,0-9
talaamiiz,تلاميذ,تلاميز,False,9,6,0-9,0-9
mshaltif,مشلطف,مشلطف,True,8,5,0-9,0-9
2ukhut,أخت,اخط,False,6,3,0-9,0-9
yitfakhan,يتفكهن,يتفخن,False,9,6,0-9,0-9
nahib,نهب,نهب,True,5,3,0-9,0-9
khabbar,خبر,خبر,True,7,3,0-9,0-9
wanjiq,ونجق,ونجق,True,6,4,0-9,0-9
nafid,نفض,نفض,True,5,3,0-9,0-9
dannis,دنس,دنس,True,6,3,0-9,0-9
mrattab,مرتب,مرطب,False,7,4,0-9,0-9
shwaat,شواط,شواط,True,6,4,0-9,0-9
loolab,لولب,لولب,True,6,4,0-9,0-9
twaghwash,توغوش,توغوش,True,9,5,0-9,0-9
faqis,فقس,فقس,True,5,3,0-9,0-9
fuut,فوت,فوت,True,4,3,0-9,0-9
tashrii7,تشريح,تشريح,True,8,5,0-9,0-9
yinfirim,ينفرم,ينفرم,True,8,5,0-9,0-9
2awfiyaa2,أوفياء,أوفياء,True,9,6,0-9,0-9
2insafiq,انسفق,انسفق,True,8,5,0-9,0-9
7rayyim,حريم,حريم,True,7,4,0-9,0-9
yghallif,يغلف,يغلف,True,8,4,0-9,0-9
zarzirr,زرزر,زرزر,True,7,4,0-9,0-9
qazaayiz,قزايز,قزايز,True,8,5,0-9,0-9
2ista7laf,استحلف,استحلف,True,9,6,0-9,0-9
kheel,خيل,خيل,True,5,3,0-9,0-9
qarqar,قرقر,قرقر,True,6,4,0-9,0-9
2ittawwa3,تطوع,اتطوع,False,9,4,0-9,0-9
yfalfil,يفلفل,يفلفل,True,7,5,0-9,0-9
2itjarjar,اتجرجر,اتجرجر,True,9,6,0-9,0-9
2i7wi,احوي,احوي,True,5,4,0-9,0-9
manawi,منوي,مناوي,False,6,4,0-9,0-9
3inbe,عنبة,عنبة,True,5,4,0-9,0-9
fa33al,فعل,فعل,True,6,3,0-9,0-9
2iz3at,ازعط,ازعط,True,6,4,0-9,0-9
hiim,هيم,هيم,True,4,3,0-9,0-9
tsarmadj,تسرمج,تسرمج,True,8,5,0-9,0-9
2i7taaj,احتاج,احتاج,True,7,5,0-9,0-9
kaahin,كاهن,كاهن,True,6,4,0-9,0-9
yitlaqqan,يتلقن,يتلقن,True,9,5,0-9,0-9
m7ayyi,محيي,محي,False,6,4,0-9,0-9
t7addar,تحضر,تحضر,True,7,4,0-9,0-9
sajad,سجد,سجد,True,5,3,0-9,0-9
2iddakhmas,اتدخمس,اتدخمس,True,10,6,10-19,0-9
yighfa,يغفى,يغفى,True,6,4,0-9,0-9
2itlaasha,اتلاشى,اتلاشى,True,9,6,0-9,0-9
2itjannad,اتجند,اتجند,True,9,5,0-9,0-9
qarnabiit,قرنبيط,قرنابيط,False,9,6,0-9,0-9
saa7il,ساحل,ساحل,True,6,4,0-9,0-9
2itshamtshar,اتكمكر,اتشمكر,False,12,6,10-19,0-9
shummaam,شمام,شمام,True,8,4,0-9,0-9
2ukmur,اكمر,اكمر,True,6,4,0-9,0-9
qkannash,قنش,قنش,True,8,3,0-9,0-9
khilaal,خلال,خلال,True,7,4,0-9,0-9
2arkan,أركن,أركن,True,6,4,0-9,0-9
laadid,لادد,لادد,True,6,4,0-9,0-9
2irkun,اركن,اركن,True,6,4,0-9,0-9
yshaawir,يشاور,يشاور,True,8,5,0-9,0-9
ghalabe,غلبة,غلابة,False,7,4,0-9,0-9
hafhafe,هفهفة,هفهفة,True,7,5,0-9,0-9
jaww,جو,جو,True,4,2,0-9,0-9
baraatish,براطش,براطش,True,9,5,0-9,0-9
la2aakhir nafas,لآخر نفس,لا خرفسان,False,15,8,10-19,0-9
2inkisi7,انكسح,انكسح,True,8,5,0-9,0-9
mun7all,منحل,منحل,True,7,4,0-9,0-9
looj,لوج,لوج,True,4,3,0-9,0-9
farraq,فرق,فرق,True,6,3,0-9,0-9
zaabin,زابن,زابن,True,6,4,0-9,0-9
miqtini3,مقتنع,مقتنع,True,8,5,0-9,0-9
yhaddid wuyir3id,يهدد ويرعد,يهدد ودعري,False,16,10,10-19,10-19
2ishaal,اسهال,إشال,False,7,5,0-9,0-9
faraasha,فراشة,فراشة,True,8,5,0-9,0-9
nadhaa2ir,نظائر,نظائر,True,9,5,0-9,0-9
yitlaqqa7,يتلقح,يتلقح,True,9,5,0-9,0-9
middarib,متدرب,متدرب,True,8,5,0-9,0-9
tabkha,طبخة,طبخة,True,6,4,0-9,0-9
ynaffir,ينفر,ينفر,True,7,4,0-9,0-9
zaraaq,زراق,زراق,True,6,4,0-9,0-9
2iddarwash,تدروش,تدروش,True,10,5,10-19,0-9
yinlisi3,ينلسع,ينلسع,True,8,5,0-9,0-9
fahqa,فهقة,فهقة,True,5,4,0-9,0-9
jawaariir,جوارير,جوارير,True,9,6,0-9,0-9
kaza,كذا,كزى,False,4,3,0-9,0-9
tbazlat,تبزلط,تبزلط,True,7,5,0-9,0-9
jardim,جردم,جردم,True,6,4,0-9,0-9
diiqadii2a,ضيقة,ديقادي,False,10,4,10-19,0-9
qalbi qaamisni,قلبي قامصني,قلبي قمانص,False,14,11,10-19,10-19
2inta3ash,انتعش,انتعش,True,9,5,0-9,0-9
mkhashshib,مخشب,مخشب,True,10,4,10-19,0-9
djulbaatuu,جلباطو,جلباطة,False,10,6,10-19,0-9
kazzabkadhdhab,كذب,كزبخ,False,14,3,10-19,0-9
ba3ba3,بعبع,بعبع,True,6,4,0-9,0-9
maasi7,ماسح,ماسح,True,6,4,0-9,0-9
2ikbar,اكبر,اكبر,True,6,4,0-9,0-9
2ana 2amiir winta 2amiir wumiin sawwaaq 2il7amiir,أنا أمير وانت أمير ومين سواق الحمير,أنام ورا من وسيحمير ومن قيلار,False,49,35,40-49,30-39
yit3arqas,يتعرقص,يتعرقص,True,9,6,0-9,0-9
mkaayade,مكايدة,مكايدة,True,8,6,0-9,0-9
7awwir,حور,حور,True,6,3,0-9,0-9
ghafuur,غفور,غفور,True,7,4,0-9,0-9
2itkhassas,اتخصص,اتخصص,True,10,5,10-19,0-9
7asban,حسبن,حسبن,True,6,4,0-9,0-9
2uslub,اصلب,اصلب,True,6,4,0-9,0-9
yinjighim,ينجغم,ينجغم,True,9,5,0-9,0-9
mkhallat,مخلط,مخلط,True,8,4,0-9,0-9
mtshamtshar,مكمكر,مكمكر,True,11,5,10-19,0-9
burtuqaal 2abu surra,برتقال أبو سرة,برطق البوسرة,False,20,14,20-29,10-19
2itwakkal,اتوكل,اتوكل,True,9,5,0-9,0-9
sa3aw,سعو,سعو,True,5,3,0-9,0-9
hiil,هيل,هيل,True,4,3,0-9,0-9
2intasa,انتسى,انتصى,False,7,5,0-9,0-9
mushut 3adim,مشط عظم,مشت عظمي,False,12,7,10-19,0-9
warde,وردة,وردة,True,5,4,0-9,0-9
waddi7,وضح,وضح,True,6,3,0-9,0-9
3inee biqda7in 3alee,عينيه بيقدحن عليه,عين بقدي عحاليني,False,20,17,20-29,10-19
2ishtub,اشطب,اشطب,True,7,4,0-9,0-9
yliiq,يليق,يليق,True,5,4,0-9,0-9
2infirid,انفرض,انفرد,False,8,5,0-9,0-9
shaa3uub,شاعوب,شاعوب,True,8,5,0-9,0-9
ysiff,يسف,يسف,True,5,3,0-9,0-9
fagham,فغم,فغم,True,6,3,0-9,0-9
tdabba7,تذبح,تذبح,True,7,4,0-9,0-9
jannit,جنط,جنط,True,6,3,0-9,0-9
2insihir,انصهر,انسهر,False,8,5,0-9,0-9
2itbaklash,اتبكلش,اتبكلش,True,10,6,10-19,0-9
zanaakha,زناخة,زناخة,True,8,5,0-9,0-9
2uhrub,اهرب,اهرب,True,6,4,0-9,0-9
fasha,فشى,فشى,True,5,3,0-9,0-9
mizrab,مزرب,مزرب,True,6,4,0-9,0-9
msaffi7,مسفح,مصفح,False,7,4,0-9,0-9
darwin,درون,درون,True,6,4,0-9,0-9
thaqkab,ثقب,تهقب,False,7,3,0-9,0-9
yit7alla,يتحلى,يتحلى,True,8,5,0-9,0-9
mi7maas,محماس,محماس,True,7,5,0-9,0-9
sharqa,شرقة,شرقة,True,6,4,0-9,0-9
qabbis,قبص,قبص,True,6,3,0-9,0-9
3al2akhiir,عالأخير,عالقهير,False,10,7,10-19,0-9
mbaarik,مبارك,مبارك,True,7,5,0-9,0-9
2inqahar,انقهر,انقهر,True,8,5,0-9,0-9
2iddawwash,اتدوش,تدوش,False,10,5,10-19,0-9
mawwil,مول,مول,True,6,3,0-9,0-9
lahlib,لهلب,لهلب,True,6,4,0-9,0-9
2ijriin,اجرين,اجرن,False,7,5,0-9,0-9
3umra,عمرة,عمرة,True,5,4,0-9,0-9
2itbarraj,اتبرج,اتبرج,True,9,5,0-9,0-9
yitshaara3,يتشارع,يتشارع,True,10,6,10-19,0-9
la7uu7,لحوح,لحوح,True,6,4,0-9,0-9
2azme maaliyye,أزمة مالية,أزمة مايلية,False,14,10,10-19,10-19
qahwaji,قهوجي,قهوجي,True,7,5,0-9,0-9
mkoobij,مكوبج,مكوبج,True,7,5,0-9,0-9
badal,بدل,بدل,True,5,3,0-9,0-9
mshalla7,مشلح,مشلح,True,8,4,0-9,0-9
yi3qid,يعقد,يعقد,True,6,4,0-9,0-9
yindaghit,ينضغط,يندغط,False,9,5,0-9,0-9
2ahlan wa sahlan,أهلا وسهلا,أهل نوا سل,False,16,10,10-19,10-19
tafraan,طفران,تفران,False,7,5,0-9,0-9
ba3ir,بعر,بعر,True,5,3,0-9,0-9
dayyiqdayyi2,ضيق,ضيق,True,12,3,10-19,0-9
musalli,مسلي,مسلي,True,7,4,0-9,0-9
ka7yaan,كحيان,كحيان,True,7,5,0-9,0-9
diinaar,دينار,دينار,True,7,5,0-9,0-9
kallim,كلم,كلم,True,6,3,0-9,0-9
2iido wil 2ilkaff,ايده والكف,الدوي ولفك,False,17,10,10-19,10-19
shiitaan,شيطان,شيطان,True,8,5,0-9,0-9
7ufar,حفر,حفر,True,5,3,0-9,0-9
3irif,عرف,عرف,True,5,3,0-9,0-9
2illi maalo 7az laa yit3ab wala yishqa,اللي ماله حظ لايتعب ولا يشقى,الللللي ما مالح بيا وا بشيلقع لا وللا ه,False,38,28,30-39,20-29
yis3ab,يصعب,يسعب,False,6,4,0-9,0-9
2iftaar,افطار,افتار,False,7,5,0-9,0-9
2infalaq,انفلق,انفلق,True,8,5,0-9,0-9
masligh,مسلغ,مسلغ,True,7,4,0-9,0-9
2i7taqan,احتقن,احتقن,True,8,5,0-9,0-9
wazzam,وزم,وزم,True,6,3,0-9,0-9
2irshi,ارشي,ارشي,True,6,4,0-9,0-9
2in7asad,انحسد,انحصد,False,8,5,0-9,0-9
tarkhiis,ترخيص,ترخيص,True,8,5,0-9,0-9
sibyaan,صبيان,سبيان,False,7,5,0-9,0-9
zambiil,زنبيل,زمبيل,False,7,5,0-9,0-9
hajiin,هجين,هجين,True,6,4,0-9,0-9
2it3ahhad,اتعهد,اتعهد,True,9,5,0-9,0-9
mughayyib,مغيب,مغيب,True,9,4,0-9,0-9
ysaqqif,يسقف,يسقف,True,7,4,0-9,0-9
baltaloon,بلطلون,بلطون,False,9,6,0-9,0-9
tkashsha7,تكشح,تكشح,True,9,4,0-9,0-9
majra 2ilmayy,مجرى المي,مجرى المي,True,13,9,10-19,0-9
mustajaab,مستجاب,مستجاب,True,9,6,0-9,0-9
yhafhif,يهفهف,يهفهف,True,7,5,0-9,0-9
2itmarqat,اتمرقط,اتمرقط,True,9,6,0-9,0-9
biwaasi b7aalo,بيواسي بحاله,بيواس بحاله,False,14,12,10-19,10-19
mjaawir,مجاور,مجاور,True,7,5,0-9,0-9
kall,كل,كل,True,4,2,0-9,0-9
fashshaar,فشار,فشار,True,9,4,0-9,0-9
shuu jaab 2ilghuraab lammo,شو جاب الغراب لإمه,شو جاب الغراب الامه,False,26,18,20-29,10-19
yirtikin,يرتكن,يرتكن,True,8,5,0-9,0-9
zaayigh,زايغ,زايغ,True,7,4,0-9,0-9
faqash,فقش,فقش,True,6,3,0-9,0-9
ka3kuuz,كعكوز,كعكوز,True,7,5,0-9,0-9
3assam,عصم,عصم,True,6,3,0-9,0-9
yil7aq,يلحق,يلحق,True,6,4,0-9,0-9
2a3dam,أعدم,أعظم,False,6,4,0-9,0-9
3aab,عاب,عاب,True,4,3,0-9,0-9
mdaayiq,مضايق,مدايق,False,7,5,0-9,0-9
2inmighidj,انمغج,انمغج,True,10,5,10-19,0-9
zargin,زرقن,زرقن,True,6,4,0-9,0-9
ratrat,رطرط,رطرط,True,6,4,0-9,0-9
katab,كتب,كتب,True,5,3,0-9,0-9
tshammad,كمد,تشمد,False,8,3,0-9,0-9
ziibaar,زيبار,زيبار,True,7,5,0-9,0-9
faal 2alla wala faalak,فال الله ولا فالك,فال أله اللللللللللللللللله وا ك,False,22,17,20-29,10-19
naaqash,ناقش,ناقش,True,7,4,0-9,0-9
yitnamrad,يتنمرد,يتنمرد,True,9,6,0-9,0-9
kaase,كاسة,كاسة,True,5,4,0-9,0-9
t7aalaa,تحالى,تحالى,True,7,5,0-9,0-9
2istajwiz,استجوز,استجوز,True,9,6,0-9,0-9
sharshuu7,شرشوح,شرشوح,True,9,5,0-9,0-9
kabbaas,كباس,كباس,True,7,4,0-9,0-9
yinziwi,ينزوي,ينزوي,True,7,5,0-9,0-9
2ilkheer 3alkheer,الخير عالخير,الخير علير,False,17,12,10-19,10-19
baddaa3a,بداعة,بداعة,True,8,5,0-9,0-9
7aali,حالي,حالي,True,5,4,0-9,0-9
yunbud,ينبض,ينبض,True,6,4,0-9,0-9
heebe,هيبة,هيب,False,5,4,0-9,0-9
2ishhaq,اشهق,اشهق,True,7,4,0-9,0-9
masal,مثل,مصل,False,5,3,0-9,0-9
darabiil,درابيل,درابيل,True,8,6,0-9,0-9
msalwi2,مسلوق,مسلوء,False,7,5,0-9,0-9
2ilyoom,اليوم,اليوم,True,7,5,0-9,0-9
yit3as,يتعس,يتعس,True,6,4,0-9,0-9
y2ayyid,يؤيد,يؤيد,True,7,4,0-9,0-9
shilaliyye,شللية,شليلية,False,10,5,10-19,0-9
ydiin,يدين,يدين,True,5,4,0-9,0-9
t3attar,تعطر,تعثر,False,7,4,0-9,0-9
2inqirid,انقرض,انقرض,True,8,5,0-9,0-9
kull,كل,كل,True,4,2,0-9,0-9
jiib,جيب,جيب,True,4,3,0-9,0-9
tabanni,تبني,طبني,False,7,4,0-9,0-9
yilhaj,يلهج,يلهج,True,6,4,0-9,0-9
taafuur,طافور,طافور,True,7,5,0-9,0-9
2iwlaad,إولاد,اولاد,False,7,5,0-9,0-9
2a3daa2,أعضاء,أعداء,False,7,5,0-9,0-9
mnamnim,منمنم,منمنم,True,7,5,0-9,0-9
ka3a,كعى,كعى,True,4,3,0-9,0-9
2istad3af,استضعف,استدعف,False,9,6,0-9,0-9
yisfa7,يسفح,يصفح,False,6,4,0-9,0-9
2inbata7,انبطح,انبطح,True,8,5,0-9,0-9
zamm,ذم,زم,False,4,2,0-9,0-9
7iyi,حيي,حي,False,4,3,0-9,0-9
fata7 braaso shaari3,فتح براسه شارع,فتح براسه,False,20,14,20-29,10-19
sha77aad wimsharrit,شحاذ و مشرط,شحاذ ومشرط,False,19,11,10-19,10-19
khubz wumili7,خبز وملح,خبز وملح,True,13,8,10-19,0-9
qaamat 2ilghathbara,قامت الغثبرة,قامط الغطابرة,False,19,12,10-19,10-19
yikhtaar,يختار,يختار,True,8,5,0-9,0-9
shoofe,شوفة,شوفة,True,6,4,0-9,0-9
yla33in,يلعن,يلعن,True,7,4,0-9,0-9
muuqin,موقن,مقين,False,6,4,0-9,0-9
tbakhkhan,تبخن,تبخن,True,9,4,0-9,0-9
hindi,هندي,هندي,True,5,4,0-9,0-9
kashshish,كشش,كشش,True,9,3,0-9,0-9
maqsuud,مقصود,مقصود,True,7,5,0-9,0-9
sufraji,سفرجي,سفرجي,True,7,5,0-9,0-9
kookaz,قوقز,كوكز,False,6,4,0-9,0-9
2ijbid,إجبد,اجبد,False,6,4,0-9,0-9
kurr,كر,كر,True,4,2,0-9,0-9
yi2luz,يقلز,يؤلز,False,6,4,0-9,0-9
kutayyib,كتيب,كتيب,True,8,4,0-9,0-9
taltal,طلطل,تلتل,False,6,4,0-9,0-9
yibakbak,يتبكبك,يتبكبك,True,8,6,0-9,0-9
watriz,وطرز,وطرز,True,6,4,0-9,0-9
qatar,قطر,قطر,True,5,3,0-9,0-9
2iddaarak,تدارك,تدارك,True,9,5,0-9,0-9
mwaakhaze,مواخذة,مواخذة,True,9,6,0-9,0-9
2ittalmaz,اتتلمذ,اتطلمز,False,9,6,0-9,0-9
shaashe,شاشة,شاشة,True,7,4,0-9,0-9
2azwaaq,أذواق,أزواق,False,7,5,0-9,0-9
mhalhal,مهلهل,مهلهل,True,7,5,0-9,0-9
2itfalwat,اتفلوت,اتفلوط,False,9,6,0-9,0-9
2itshaatar,اتشاطر,اتشاطر,True,10,6,10-19,0-9
yitfa33as,يتفعص,يتفعص,True,9,5,0-9,0-9
taffish,طفش,طفش,True,7,3,0-9,0-9
yli77,يلح,يلح,True,5,3,0-9,0-9
yin7ilib,ينحلب,ينحلب,True,8,5,0-9,0-9
2iftiris,افترس,افترس,True,8,5,0-9,0-9
yiddaara,يتدارى,يتدارى,True,8,6,0-9,0-9
dakhmis,دخمس,دخمس,True,7,4,0-9,0-9
nassaab,نصاب,نصاب,True,7,4,0-9,0-9
mihne,مهنة,مهنة,True,5,4,0-9,0-9
doobal,دوبل,دوبل,True,6,4,0-9,0-9
2idma3,ادمع,ادمع,True,6,4,0-9,0-9
jarraafe,جرافة,جرافة,True,8,5,0-9,0-9
thandaz,تهندز,تهندز,True,7,5,0-9,0-9
muntij,منتج,منتج,True,6,4,0-9,0-9
mwartish,مورتش,مورتش,True,8,5,0-9,0-9
tghamgham,تغمغم,تغمغم,True,9,5,0-9,0-9
2i7faz,احفظ,احفظ,True,6,4,0-9,0-9
2itka77al,اتكحل,اتكحل,True,9,5,0-9,0-9
khulqo diyyiq,خلقه ضيق,خلقه ضيق,True,13,8,10-19,0-9
mirid,مرض,مرض,True,5,3,0-9,0-9
yitnaabaz,يتنابز,يتنابز,True,9,6,0-9,0-9
kasal,كسل,كسل,True,5,3,0-9,0-9
3azzam,عظم,عزم,False,6,3,0-9,0-9
mahir,مهر,مهر,True,5,3,0-9,0-9
2illi byis3ab 3aleek byifqirak,اللي بيصعب عليك بيفقرك,اللي بيصي بعليك فيرق بة,False,30,22,30-39,20-29
2it7ajjar,اتحجر,اتحجر,True,9,5,0-9,0-9
dooshaqka,دوشقة,دوشاقة,False,9,5,0-9,0-9
dibsiyye,دبسية,دبسية,True,8,5,0-9,0-9
sa3ad 2is3uud,سعد السعود,سعد العود,False,13,10,10-19,10-19
luukg,لوك,لوك,True,5,3,0-9,0-9
raka3,ركع,ركع,True,5,3,0-9,0-9
sarsara,ثرثرة,سرسرة,False,7,5,0-9,0-9
ma7u 2ummiyye,محو أمية,محيومة المية,False,13,8,10-19,0-9
yitsharrad,يتشرد,يتشرد,True,10,5,10-19,0-9
7att 2il7uzun bildjurun,حط الحزن بالجرن,حطول الحزن بالجرن,False,23,15,20-29,10-19
suu3aan,صوعان,سوعان,False,7,5,0-9,0-9
ynashshir,ينشر,ينشر,True,9,4,0-9,0-9
3ad3ad,عضعض,عضعض,True,6,4,0-9,0-9
ysiigh,يصيغ,يسيغ,False,6,4,0-9,0-9
dabbal,دبل,دبل,True,6,3,0-9,0-9
2iddabbar,تدبر,تدبر,True,9,4,0-9,0-9
djibab,جبب,جببب,False,6,3,0-9,0-9
ma7suummakhsuum,محسوم,محسومخة,False,15,5,10-19,0-9
2itghattas,اتغطس,اتغطس,True,10,5,10-19,0-9
2i3sa,اعصى,اعصى,True,5,4,0-9,0-9
tantaf,طنطف,تنتف,False,6,4,0-9,0-9
faddil,فضل,فضل,True,6,3,0-9,0-9
tshartshar,كركر,تشركر,False,10,4,10-19,0-9
sammad,صمد,سمد,False,6,3,0-9,0-9
3arja,عرجا,عرجة,False,5,4,0-9,0-9
karmish,كرمش,كرمش,True,7,4,0-9,0-9
tbakkam,تبكم,تبكم,True,7,4,0-9,0-9
traqqaq,ترقق,ترققق,False,7,4,0-9,0-9
musta3si,مستعصي,مستعصي,True,8,6,0-9,0-9
muzayyaf,مزيف,مزيف,True,8,4,0-9,0-9
tkharbash,تخربش,تخربش,True,9,5,0-9,0-9
7uzme,حزمة,حزمة,True,5,4,0-9,0-9
haat,هات,هات,True,4,3,0-9,0-9
leesta,ليسته,ليسطة,False,6,5,0-9,0-9
shawwib,شوب,شوب,True,7,3,0-9,0-9
yhadjdjidj,يهجج,يهج,False,10,4,10-19,0-9
ylaffi3,يلفع,يلفع,True,7,4,0-9,0-9
fatt,فت,فت,True,4,2,0-9,0-9
rahbaani,رهباني,رهباني,True,8,6,0-9,0-9
tannuura,تنورة,تنورة,True,8,5,0-9,0-9
sakhmat,سخمط,سخمط,True,7,4,0-9,0-9
2iflij,افلج,افلج,True,6,4,0-9,0-9
yzabbit,يضبط,يزبط,False,7,4,0-9,0-9
ra2iis,رئيس,رئيس,True,6,4,0-9,0-9
tana,ثنى,طنى,False,4,3,0-9,0-9
2ishtaaq,اشتاق,اشتاق,True,8,5,0-9,0-9
mharbij,مهربج,مهربج,True,7,5,0-9,0-9
7alwish,حلوش,حلوش,True,7,4,0-9,0-9
yinfihim,ينفهم,ينفهم,True,8,5,0-9,0-9
simmaawi,سماوي,سماوي,True,8,5,0-9,0-9
sattat,ستت,ستت,True,6,3,0-9,0-9
la7m ktaafi min kheerak,لحم كتافي من خيرك,لحمة كثان فيرك محم,False,23,17,20-29,10-19
murhaq,مرهق,مرهق,True,6,4,0-9,0-9
tawaghghul,توغل,توغل,True,10,4,10-19,0-9
2immaasi,مماسي,إماسي,False,8,5,0-9,0-9
kankuuze,كنكوزة,كنكوزة,True,8,6,0-9,0-9
lakhkhas,لخص,لخص,True,8,3,0-9,0-9
2istanqis,استنقص,استنقص,True,9,6,0-9,0-9
khashim,خشم,خشم,True,7,3,0-9,0-9
yghashshim,يغشم,يغشم,True,10,4,10-19,0-9
kanaakiiz,كناكيز,كناكيز,True,9,6,0-9,0-9
maghruum,مغروم,مغروم,True,8,5,0-9,0-9
yghaali,يغالي,يغالي,True,7,5,0-9,0-9
qalaqaan,قلقان,قلقان,True,8,5,0-9,0-9
rii7aan,ريحان,ريحان,True,7,5,0-9,0-9
mu3ayyan,معين,معين,True,8,4,0-9,0-9
qassiire,قصيرة,قصيرة,True,8,5,0-9,0-9
qubu7,قبح,قبح,True,5,3,0-9,0-9
bannaaye,بناية,بنانية,False,8,5,0-9,0-9
2urqus,ارقص,ارقص,True,6,4,0-9,0-9
2i3wadj,إعوج,اعوج,False,7,4,0-9,0-9
2adrak,أدرك,أدرك,True,6,4,0-9,0-9
khaafa2,خافق,خافقة,False,7,4,0-9,0-9
shawaabik,شوابك,شوابك,True,9,5,0-9,0-9
khardaq,خردق,خردق,True,7,4,0-9,0-9
yati2,يطئ,يطئ,True,5,3,0-9,0-9
7ayyi7,حيح,حيح,True,6,3,0-9,0-9
tsattar,تسطر,تستر,False,7,4,0-9,0-9
saa7ib,صاحب,صاحب,True,6,4,0-9,0-9
2i7tajj,احتج,احتج,True,7,4,0-9,0-9
kashaf,كشف,كشف,True,6,3,0-9,0-9
qayyil,قيل,قيل,True,6,3,0-9,0-9
yibtisim,يبتسم,يبتسم,True,8,5,0-9,0-9
saakhi,ساخي,ساخي,True,6,4,0-9,0-9
ghaala,غالى,غالى,True,6,4,0-9,0-9
tamshiit,تمشيط,تمشيط,True,8,5,0-9,0-9
jarr 2ijro,جر إجره,جر الروجر,False,10,7,10-19,0-9
7araqaan,حرقان,حرقان,True,8,5,0-9,0-9
baatinjaane,باذنجانة,باطنجانة,False,11,8,10-19,0-9
yitnaqqash,يتنقش,يتنقش,True,10,5,10-19,0-9
sabbaq,سبق,سبق,True,6,3,0-9,0-9
mu7aawale,محاولة,محاولة,True,9,6,0-9,0-9
yinhad,ينهض,ينهد,False,6,4,0-9,0-9
baraaziq,برازق,برازق,True,8,5,0-9,0-9
2iddahdak,اتدهدك,تدهدك,False,9,6,0-9,0-9
nujuum,نجوم,نجوم,True,6,4,0-9,0-9
yighla,يغلى,يغلى,True,6,4,0-9,0-9
ydayyin,يدين,يدين,True,7,4,0-9,0-9
